InvID,ProductID,ProductName,WarehouseLocation,Availability,Demand,OrderDate
18262,87,"Walker, Hinton and Nixon Marker","Mysuru, Karnataka",0.0,67.0,2023-05-15
18263,84,Miller Group Smartphone,"Hyderabad, Telangana",0.0,412.0,2022-11-10
18264,4,Chan Group Curtains,"Mysuru, Karnataka",0.0,328.0,2023-05-16
18265,30,Garcia-Bush Eraser,"Noida, Uttar Pradesh",0.0,54.0,2022-01-12
18266,40,"Jones, Tran and Murray Massage Oil","Ahmedabad, Gujarat",0.0,223.0,2022-10-02
18267,83,Sanchez Group Washing Machine,"Lucknow, Uttar Pradesh",0.0,246.0,2024-02-21
18268,90,Johnson Ltd Washing Machine,"Kanpur, Uttar Pradesh",0.0,62.0,2024-07-30
18269,10,"Fuller, Orozco and Key Wall Clock","Jaipur, Rajasthan",0.0,354.0,2023-04-12
18270,44,Lee-Middleton Lipstick,"Noida, Uttar Pradesh",148.0,266.0,2023-04-19
18271,78,Hernandez-Campos Cushion,"Pune, Maharashtra",43.0,429.0,2022-11-25
18272,24,Gutierrez-Thompson Cushion,"Bhopal, Madhya Pradesh",300.0,498.0,2022-05-17
18273,62,Vasquez-Bowers Laptop,"Lucknow, Uttar Pradesh",0.0,301.0,2023-10-24
18274,97,Willis-Davenport Tablet,"Delhi, Delhi",0.0,97.0,2023-10-30
18275,89,"Fuller, Carter and Schaefer Shampoo","Cuttack, Odisha",117.0,464.0,2023-07-25
18276,76,Flores Group Headphones,"Bhopal, Madhya Pradesh",312.0,473.0,2022-12-01
18277,29,"Hickman, Dunlap and House Vitamins","Visakhapatnam, Andhra Pradesh",46.0,219.0,2023-05-25
18278,61,Bailey-Cobb Face Mask,"Bengaluru, Karnataka",76.0,294.0,2022-12-10
18279,23,"Turner, Roach and Campbell Vitamins","Bhubaneswar, Odisha",0.0,243.0,2024-04-23
18280,3,Reed Ltd Marker,"Bhopal, Madhya Pradesh",0.0,205.0,2024-04-08
18281,39,Cunningham Group Tablet,"Pune, Maharashtra",0.0,321.0,2023-07-21
18282,26,Nichols-Jones Refrigerator,"Chandigarh, UT",18.0,462.0,2024-07-14
18283,86,"Johnson, Carroll and Barton Lipstick","Raipur, Chhattisgarh",0.0,374.0,2022-11-17
18284,5,Williams-Hanson Massage Oil,"Gurugram, Haryana",0.0,179.0,2024-06-06
18285,93,Dillon-Doyle Eraser,"Lucknow, Uttar Pradesh",148.0,469.0,2024-02-23
18286,83,Sanchez Group Washing Machine,"Lucknow, Uttar Pradesh",200.0,383.0,2023-07-19
18287,25,Harvey-Gomez Vacuum Cleaner,"Mumbai, Maharashtra",0.0,362.0,2023-10-11
18288,39,Cunningham Group Tablet,"Pune, Maharashtra",0.0,85.0,2022-03-31
18289,71,"Shaw, Foster and Bond Shampoo","Mysuru, Karnataka",0.0,100.0,2022-08-04
18290,52,"Lindsey, Moore and Hernandez Perfume","Amritsar, Punjab",213.0,322.0,2024-06-17
18291,60,Scott-Daniels Washing Machine,"Jammu, J&K",0.0,115.0,2023-07-15
18292,31,Meyers-Williams Washing Machine,"Shimla, Himachal Pradesh",0.0,300.0,2022-04-24
18293,85,Liu Group Cushion,"Indore, Madhya Pradesh",215.0,334.0,2023-04-15
18294,32,"Rogers, Oconnor and Singleton Microwave","Kanpur, Uttar Pradesh",0.0,,2023-10-17
18295,34,Wilson PLC Lipstick,"Raipur, Chhattisgarh",18.0,,2022-06-17
18296,58,Cannon Inc Perfume,"Kochi, Kerala",0.0,80.0,2023-10-26
18297,90,Johnson Ltd Washing Machine,"Kanpur, Uttar Pradesh",0.0,445.0,2023-04-06
18298,45,"Campbell, Mcgee and Trevino Vacuum Cleaner","Kolkata, West Bengal",0.0,256.0,2023-04-17
18299,51,"Ferguson, Avila and Deleon Notebook","Jammu, J&K",0.0,59.0,2022-04-04
18300,35,Crawford-Mccarthy Perfume,"Mysuru, Karnataka",465.0,,2022-06-17
18301,86,"Johnson, Carroll and Barton Lipstick","Raipur, Chhattisgarh",0.0,107.0,2022-02-02
18302,7,Smith PLC Vase,"Bhubaneswar, Odisha",,192.0,2022-07-31
18303,69,Bennett LLC Marker,"Mysuru, Karnataka",0.0,74.0,2024-07-19
18304,52,"Lindsey, Moore and Hernandez Perfume","Amritsar, Punjab",0.0,376.0,2022-05-22
18305,2,Ramirez LLC Stapler,"Visakhapatnam, Andhra Pradesh",0.0,81.0,2022-01-08
18306,90,Johnson Ltd Washing Machine,"Kanpur, Uttar Pradesh",,56.0,2024-05-05
18307,57,Walker PLC Laptop,"Dehradun, Uttarakhand",292.0,,2023-06-09
18308,57,Walker PLC Laptop,"Dehradun, Uttarakhand",0.0,84.0,2023-06-17
18309,60,Scott-Daniels Washing Machine,"Jammu, J&K",42.0,106.0,2022-07-07
18310,11,Morales-Potter Eraser,"Vijayawada, Andhra Pradesh",401.0,493.0,2023-09-25
18311,98,"Martin, Perez and Adams Laptop","Gurugram, Haryana",0.0,78.0,2023-05-14
18312,93,Dillon-Doyle Eraser,"Lucknow, Uttar Pradesh",125.0,486.0,2022-02-15
18313,32,"Rogers, Oconnor and Singleton Microwave","Kanpur, Uttar Pradesh",0.0,146.0,2022-09-16
18314,1,"Knight, Potter and Lewis Face Mask","Surat, Gujarat",0.0,,2023-03-25
18315,98,"Martin, Perez and Adams Laptop","Gurugram, Haryana",0.0,256.0,2023-02-07
18316,42,Brewer-Fowler Lipstick,"Guwahati, Assam",215.0,459.0,2022-09-14
18317,27,Hopkins-Cannon Foundation,"Jaipur, Rajasthan",87.0,314.0,2022-12-06
18318,74,Thompson Group Protein Powder,"Nagpur, Maharashtra",0.0,233.0,2022-09-07
18319,25,Harvey-Gomez Vacuum Cleaner,"Mumbai, Maharashtra",0.0,220.0,2022-01-01
18320,14,Nelson Inc Moisturizer,"Noida, Uttar Pradesh",66.0,155.0,2022-03-12
18321,48,Harris Group Foundation,"Visakhapatnam, Andhra Pradesh",0.0,81.0,2023-07-24
18322,95,Hicks LLC Smartwatch,"Srinagar, J&K",0.0,236.0,2022-05-09
18323,58,Cannon Inc Perfume,"Kochi, Kerala",309.0,327.0,2024-03-12
18324,35,Crawford-Mccarthy Perfume,"Mysuru, Karnataka",,443.0,2023-07-12
18325,95,Hicks LLC Smartwatch,"Srinagar, J&K",0.0,154.0,2023-03-03
18326,23,"Turner, Roach and Campbell Vitamins","Bhubaneswar, Odisha",58.0,406.0,2023-10-23
18327,58,Cannon Inc Perfume,"Kochi, Kerala",261.0,411.0,2023-12-06
18328,48,Harris Group Foundation,"Visakhapatnam, Andhra Pradesh",0.0,200.0,2022-03-07
18329,42,Brewer-Fowler Lipstick,"Guwahati, Assam",0.0,90.0,2023-11-19
18330,92,Herman Inc Smartwatch,"Noida, Uttar Pradesh",16.0,,2023-06-16
18331,38,Porter-James Camera,"Kolkata, West Bengal",195.0,484.0,2024-02-09
18332,72,Moon-Hill Headphones,"Indore, Madhya Pradesh",100.0,334.0,2022-12-26
18333,96,Wilson and Sons Vacuum Cleaner,"Bhopal, Madhya Pradesh",365.0,452.0,2023-03-04
18334,97,Willis-Davenport Tablet,"Delhi, Delhi",0.0,188.0,2022-09-04
18335,38,Porter-James Camera,"Kolkata, West Bengal",0.0,318.0,2024-06-27
18336,70,"Rodriguez, Lewis and Robinson Lipstick","Nagpur, Maharashtra",122.0,222.0,2022-01-01
18337,93,Dillon-Doyle Eraser,"Lucknow, Uttar Pradesh",383.0,419.0,2022-01-03
18338,16,Henderson and Sons Stapler,"Dehradun, Uttarakhand",377.0,,2024-05-22
18339,42,Brewer-Fowler Lipstick,"Guwahati, Assam",0.0,143.0,2022-12-07
18340,87,"Walker, Hinton and Nixon Marker","Mysuru, Karnataka",333.0,471.0,2023-08-13
18341,39,Cunningham Group Tablet,"Pune, Maharashtra",139.0,238.0,2022-08-06
18342,9,Ingram Ltd Washing Machine,"Nagpur, Maharashtra",0.0,148.0,2023-01-27
18343,94,"Burns, Durham and Rose Notebook","Amritsar, Punjab",5.0,100.0,2024-05-02
18344,19,Taylor Inc Yoga Mat,"Nagpur, Maharashtra",11.0,306.0,2023-06-01
18345,100,Odom and Sons Moisturizer,"Madurai, Tamil Nadu",370.0,436.0,2022-04-20
18346,66,Ramirez-Christian Refrigerator,"Kolkata, West Bengal",0.0,68.0,2022-03-20
18347,49,Frederick Group Vase,"Mysuru, Karnataka",0.0,141.0,2023-08-01
18348,8,Payne LLC Washing Machine,"Kanpur, Uttar Pradesh",0.0,178.0,2023-10-23
18349,100,Odom and Sons Moisturizer,"Madurai, Tamil Nadu",0.0,293.0,2024-07-02
18350,29,"Hickman, Dunlap and House Vitamins","Visakhapatnam, Andhra Pradesh",351.0,465.0,2022-12-04
18351,47,Vega and Sons Protein Powder,"Ranchi, Jharkhand",0.0,104.0,2024-06-16
18352,40,"Jones, Tran and Murray Massage Oil","Ahmedabad, Gujarat",390.0,441.0,2023-02-04
18353,61,Bailey-Cobb Face Mask,"Bengaluru, Karnataka",67.0,244.0,2024-08-21
18354,40,"Jones, Tran and Murray Massage Oil","Ahmedabad, Gujarat",,284.0,2024-07-13
18355,88,Brandt-Hayes Microwave,"Vadodara, Gujarat",0.0,143.0,2023-05-07
18356,40,"Jones, Tran and Murray Massage Oil","Ahmedabad, Gujarat",393.0,495.0,2023-06-15
18357,8,Payne LLC Washing Machine,"Kanpur, Uttar Pradesh",87.0,254.0,2023-04-23
18358,27,Hopkins-Cannon Foundation,"Jaipur, Rajasthan",102.0,106.0,2023-07-05
18359,96,Wilson and Sons Vacuum Cleaner,"Bhopal, Madhya Pradesh",91.0,,2022-02-17
18360,61,Bailey-Cobb Face Mask,"Bengaluru, Karnataka",179.0,316.0,2024-04-02
18361,86,"Johnson, Carroll and Barton Lipstick","Raipur, Chhattisgarh",287.0,321.0,2024-08-03
18362,19,Taylor Inc Yoga Mat,"Nagpur, Maharashtra",0.0,276.0,2022-12-31
18363,68,Goodman-Jones Cushion,"Madurai, Tamil Nadu",184.0,432.0,2022-05-16
18364,89,"Fuller, Carter and Schaefer Shampoo","Cuttack, Odisha",22.0,347.0,2024-08-07
18365,93,Dillon-Doyle Eraser,"Lucknow, Uttar Pradesh",0.0,68.0,2022-01-13
18366,67,"Pace, Perez and White Perfume","Vadodara, Gujarat",0.0,111.0,2023-01-10
18367,62,Vasquez-Bowers Laptop,"Lucknow, Uttar Pradesh",267.0,362.0,2023-02-28
18368,61,Bailey-Cobb Face Mask,"Bengaluru, Karnataka",0.0,54.0,2022-10-17
18369,20,Juarez LLC Marker,"Indore, Madhya Pradesh",0.0,131.0,2024-05-04
18370,10,"Fuller, Orozco and Key Wall Clock","Jaipur, Rajasthan",6.0,223.0,2024-02-17
18371,31,Meyers-Williams Washing Machine,"Shimla, Himachal Pradesh",421.0,443.0,2024-01-30
18372,81,"Morgan, Banks and Sanders Curtains","Noida, Uttar Pradesh",48.0,415.0,2022-04-05
18373,23,"Turner, Roach and Campbell Vitamins","Bhubaneswar, Odisha",268.0,29400.0,2023-01-10
18374,53,Allen-Hart Table Lamp,"Bengaluru, Karnataka",0.0,425.0,2022-02-23
18375,7,Smith PLC Vase,"Bhubaneswar, Odisha",72.0,471.0,2023-02-02
18376,25,Harvey-Gomez Vacuum Cleaner,"Mumbai, Maharashtra",381.0,469.0,2024-04-29
18377,74,Thompson Group Protein Powder,"Nagpur, Maharashtra",10.0,134.0,2024-03-05
18378,33,Smith-Shepherd Vase,"Kanpur, Uttar Pradesh",118.0,141.0,2024-05-22
18379,21,"Grant, Kent and Cook Yoga Mat","Delhi, Delhi",0.0,223.0,2023-09-26
18380,20,Juarez LLC Marker,"Indore, Madhya Pradesh",133.0,500.0,2024-03-01
18381,47,Vega and Sons Protein Powder,"Ranchi, Jharkhand",156.0,425.0,2022-09-13
18382,91,"Moss, Shaw and Garcia Air Conditioner","Ranchi, Jharkhand",0.0,107.0,2023-12-16
18383,34,Wilson PLC Lipstick,"Raipur, Chhattisgarh",184.0,283.0,2022-10-01
18384,75,Hunt-Erickson Tablet,"Kochi, Kerala",0.0,363.0,2024-01-14
18385,35,Crawford-Mccarthy Perfume,"Mysuru, Karnataka",0.0,,2022-06-25
18386,52,"Lindsey, Moore and Hernandez Perfume","Amritsar, Punjab",0.0,239.0,2024-07-07
18387,54,"Mcdonald, Hunt and Moore Headphones","Kolkata, West Bengal",,426.0,2023-05-28
18388,31,Meyers-Williams Washing Machine,"Shimla, Himachal Pradesh",0.0,149.0,2023-06-22
18389,48,Harris Group Foundation,"Visakhapatnam, Andhra Pradesh",0.0,9500.0,2023-03-09
18390,17,Osborn-Sherman Perfume,"Visakhapatnam, Andhra Pradesh",20.0,97.0,2024-06-14
18391,80,Phillips-Lewis Camera,"Kochi, Kerala",,189.0,2022-02-13
18392,39,Cunningham Group Tablet,"Pune, Maharashtra",0.0,68.0,2024-01-09
18393,27,Hopkins-Cannon Foundation,"Jaipur, Rajasthan",0.0,149.0,2023-04-14
18394,35,Crawford-Mccarthy Perfume,"Mysuru, Karnataka",279.0,443.0,2024-05-20
18395,51,"Ferguson, Avila and Deleon Notebook","Jammu, J&K",216.0,442.0,2022-01-27
18396,86,"Johnson, Carroll and Barton Lipstick","Raipur, Chhattisgarh",0.0,116.0,2023-09-13
18397,18,"Moreno, Gill and Valentine Laptop","Lucknow, Uttar Pradesh",0.0,150.0,2024-08-24
18398,50,"Brown, Perez and Kramer Headphones","Chandigarh, UT",0.0,365.0,2022-04-23
18399,54,"Mcdonald, Hunt and Moore Headphones","Kolkata, West Bengal",0.0,141.0,2023-03-19
18400,7,Smith PLC Vase,"Bhubaneswar, Odisha",0.0,132.0,2023-10-26
18401,98,"Martin, Perez and Adams Laptop","Gurugram, Haryana",0.0,276.0,2023-07-09
18402,67,"Pace, Perez and White Perfume","Vadodara, Gujarat",206.0,267.0,2022-12-04
18403,86,"Johnson, Carroll and Barton Lipstick","Raipur, Chhattisgarh",0.0,194.0,2024-03-26
18404,69,Bennett LLC Marker,"Mysuru, Karnataka",97.0,257.0,2023-12-25
18405,10,"Fuller, Orozco and Key Wall Clock","Jaipur, Rajasthan",176.0,476.0,2024-08-28
18406,100,Odom and Sons Moisturizer,"Madurai, Tamil Nadu",0.0,,2024-08-12
18407,8,Payne LLC Washing Machine,"Kanpur, Uttar Pradesh",15.0,379.0,2024-03-03
18408,31,Meyers-Williams Washing Machine,"Shimla, Himachal Pradesh",310.0,399.0,2024-04-12
18409,95,Hicks LLC Smartwatch,"Srinagar, J&K",0.0,,2023-06-22
18410,91,"Moss, Shaw and Garcia Air Conditioner","Ranchi, Jharkhand",0.0,120.0,2022-07-03
18411,14,Nelson Inc Moisturizer,"Noida, Uttar Pradesh",0.0,267.0,2024-05-19
18412,47,Vega and Sons Protein Powder,"Ranchi, Jharkhand",0.0,54.0,2023-03-27
18413,29,"Hickman, Dunlap and House Vitamins","Visakhapatnam, Andhra Pradesh",142.0,424.0,2022-12-13
18414,2,Ramirez LLC Stapler,"Visakhapatnam, Andhra Pradesh",417.0,436.0,2024-04-18
18415,24,Gutierrez-Thompson Cushion,"Bhopal, Madhya Pradesh",14.0,,2023-02-12
18416,78,Hernandez-Campos Cushion,"Pune, Maharashtra",49.0,421.0,2023-09-03
18417,32,"Rogers, Oconnor and Singleton Microwave","Kanpur, Uttar Pradesh",,391.0,2024-04-21
18418,73,Hunt Ltd Smartphone,"Gurugram, Haryana",345.0,372.0,2023-09-25
18419,21,"Grant, Kent and Cook Yoga Mat","Delhi, Delhi",325.0,462.0,2022-02-28
18420,53,Allen-Hart Table Lamp,"Bengaluru, Karnataka",0.0,246.0,2022-10-16
18421,55,Quinn-Brooks Moisturizer,"Patna, Bihar",0.0,260.0,2023-05-31
18422,89,"Fuller, Carter and Schaefer Shampoo","Cuttack, Odisha",116.0,130.0,2022-06-19
18423,85,Liu Group Cushion,"Indore, Madhya Pradesh",48.0,99.0,2023-10-11
18424,5,Williams-Hanson Massage Oil,"Gurugram, Haryana",145.0,488.0,2023-09-25
18425,46,"Smith, Hanson and Barrett Tablet","Coimbatore, Tamil Nadu",166.0,479.0,2023-10-25
18426,78,Hernandez-Campos Cushion,"Pune, Maharashtra",0.0,104.0,2022-08-21
18427,2,Ramirez LLC Stapler,"Visakhapatnam, Andhra Pradesh",0.0,295.0,2023-09-10
18428,15,Walker-Jones Notebook,"Hyderabad, Telangana",0.0,232.0,2023-04-14
18429,99,"Fleming, Soto and Robertson Shampoo","Bhubaneswar, Odisha",,257.0,2022-07-29
18430,79,Santiago LLC Refrigerator,"Amritsar, Punjab",16.0,207.0,2023-08-16
18431,58,Cannon Inc Perfume,"Kochi, Kerala",0.0,165.0,2022-09-27
18432,51,"Ferguson, Avila and Deleon Notebook","Jammu, J&K",128.0,182.0,2022-03-16
18433,90,Johnson Ltd Washing Machine,"Kanpur, Uttar Pradesh",0.0,240.0,2023-08-07
18434,40,"Jones, Tran and Murray Massage Oil","Ahmedabad, Gujarat",0.0,277.0,2024-05-17
18435,26,Nichols-Jones Refrigerator,"Chandigarh, UT",441.0,494.0,2024-03-30
18436,57,Walker PLC Laptop,"Dehradun, Uttarakhand",0.0,201.0,2023-08-07
18437,54,"Mcdonald, Hunt and Moore Headphones","Kolkata, West Bengal",304.0,324.0,2022-09-28
18438,80,Phillips-Lewis Camera,"Kochi, Kerala",0.0,310.0,2024-03-24
18439,71,"Shaw, Foster and Bond Shampoo","Mysuru, Karnataka",113.0,466.0,2023-04-01
18440,14,Nelson Inc Moisturizer,"Noida, Uttar Pradesh",55.0,,2023-08-12
18441,44,Lee-Middleton Lipstick,"Noida, Uttar Pradesh",4650.0,438.0,2024-05-05
18442,66,Ramirez-Christian Refrigerator,"Kolkata, West Bengal",0.0,217.0,2022-10-09
18443,63,"Cole, Wise and Jackson Smartwatch","Kolkata, West Bengal",0.0,68.0,2023-11-29
18444,34,Wilson PLC Lipstick,"Raipur, Chhattisgarh",85.0,250.0,2024-04-09
18445,24,Gutierrez-Thompson Cushion,"Bhopal, Madhya Pradesh",218.0,234.0,2022-06-29
18446,8,Payne LLC Washing Machine,"Kanpur, Uttar Pradesh",148.0,256.0,2023-05-13
18447,57,Walker PLC Laptop,"Dehradun, Uttarakhand",10.0,349.0,2022-09-28
18448,19,Taylor Inc Yoga Mat,"Nagpur, Maharashtra",0.0,239.0,2023-05-22
18449,40,"Jones, Tran and Murray Massage Oil","Ahmedabad, Gujarat",168.0,497.0,2023-03-08
18450,35,Crawford-Mccarthy Perfume,"Mysuru, Karnataka",100.0,488.0,2022-02-26
18451,46,"Smith, Hanson and Barrett Tablet","Coimbatore, Tamil Nadu",,297.0,2022-08-23
18452,83,Sanchez Group Washing Machine,"Lucknow, Uttar Pradesh",323.0,458.0,2022-04-07
18453,47,Vega and Sons Protein Powder,"Ranchi, Jharkhand",110.0,323.0,2023-05-18
18454,4,Chan Group Curtains,"Mysuru, Karnataka",88.0,,2022-09-05
18455,25,Harvey-Gomez Vacuum Cleaner,"Mumbai, Maharashtra",0.0,236.0,2023-05-12
18456,87,"Walker, Hinton and Nixon Marker","Mysuru, Karnataka",269.0,343.0,2022-08-28
18457,68,Goodman-Jones Cushion,"Madurai, Tamil Nadu",0.0,80.0,2022-08-07
18458,30,Garcia-Bush Eraser,"Noida, Uttar Pradesh",0.0,179.0,2022-03-26
18459,33,Smith-Shepherd Vase,"Kanpur, Uttar Pradesh",109.0,275.0,2022-11-10
18460,67,"Pace, Perez and White Perfume","Vadodara, Gujarat",36.0,281.0,2022-10-30
18461,63,"Cole, Wise and Jackson Smartwatch","Kolkata, West Bengal",,270.0,2023-09-08
18462,15,Walker-Jones Notebook,"Hyderabad, Telangana",319.0,449.0,2022-11-22
18463,86,"Johnson, Carroll and Barton Lipstick","Raipur, Chhattisgarh",449.0,449.0,2022-05-25
18464,88,Brandt-Hayes Microwave,"Vadodara, Gujarat",42.0,348.0,2024-03-31
18465,45,"Campbell, Mcgee and Trevino Vacuum Cleaner","Kolkata, West Bengal",78.0,465.0,2023-08-13
18466,85,Liu Group Cushion,"Indore, Madhya Pradesh",273.0,360.0,2024-06-18
18467,2,Ramirez LLC Stapler,"Visakhapatnam, Andhra Pradesh",0.0,122.0,2023-06-20
18468,52,"Lindsey, Moore and Hernandez Perfume","Amritsar, Punjab",162.0,435.0,2022-01-15
18469,100,Odom and Sons Moisturizer,"Madurai, Tamil Nadu",50.0,52.0,2023-07-16
18470,20,Juarez LLC Marker,"Indore, Madhya Pradesh",50.0,459.0,2023-07-15
18471,74,Thompson Group Protein Powder,"Nagpur, Maharashtra",356.0,474.0,2023-01-04
18472,75,Hunt-Erickson Tablet,"Kochi, Kerala",333.0,348.0,2024-08-21
18473,6,"Austin, Rodriguez and Rodgers Protein Powder","Cuttack, Odisha",0.0,348.0,2022-11-20
18474,71,"Shaw, Foster and Bond Shampoo","Mysuru, Karnataka",,170.0,2022-02-03
18475,67,"Pace, Perez and White Perfume","Vadodara, Gujarat",200.0,149.0,2022-12-11
18476,48,Harris Group Foundation,"Visakhapatnam, Andhra Pradesh",68.0,175.0,2024-08-07
18477,30,Garcia-Bush Eraser,"Noida, Uttar Pradesh",136.0,383.0,2024-07-17
18478,72,Moon-Hill Headphones,"Indore, Madhya Pradesh",21.0,266.0,2023-08-31
18479,42,Brewer-Fowler Lipstick,"Guwahati, Assam",121.0,433.0,2022-07-27
18480,20,Juarez LLC Marker,"Indore, Madhya Pradesh",0.0,141.0,2023-02-23
18481,18,"Moreno, Gill and Valentine Laptop","Lucknow, Uttar Pradesh",233.0,244.0,2023-01-04
18482,49,Frederick Group Vase,"Mysuru, Karnataka",182.0,234.0,2024-02-05
18483,13,"Butler, Francis and Lopez Headphones","Thiruvananthapuram, Kerala",0.0,96.0,2022-12-17
18484,11,Morales-Potter Eraser,"Vijayawada, Andhra Pradesh",0.0,72.0,2022-12-14
18485,29,"Hickman, Dunlap and House Vitamins","Visakhapatnam, Andhra Pradesh",0.0,213.0,2023-05-12
18486,59,"Richardson, Williams and Mendez Pen","Lucknow, Uttar Pradesh",260.0,284.0,2022-08-04
18487,30,Garcia-Bush Eraser,"Noida, Uttar Pradesh",0.0,73.0,2023-12-29
18488,96,Wilson and Sons Vacuum Cleaner,"Bhopal, Madhya Pradesh",352.0,479.0,2023-10-31
18489,22,"Chung, Flowers and Henderson Eraser","Shimla, Himachal Pradesh",112.0,490.0,2023-05-23
18490,70,"Rodriguez, Lewis and Robinson Lipstick","Nagpur, Maharashtra",155.0,476.0,2023-01-02
18491,96,Wilson and Sons Vacuum Cleaner,"Bhopal, Madhya Pradesh",0.0,94.0,2022-10-13
18492,41,Rowland-Rodriguez Protein Powder,"Amritsar, Punjab",114.0,354.0,2022-01-11
18493,43,Warren-Marshall Microwave,"Thiruvananthapuram, Kerala",258.0,463.0,2023-11-05
18494,87,"Walker, Hinton and Nixon Marker","Mysuru, Karnataka",0.0,179.0,2024-06-19
18495,32,"Rogers, Oconnor and Singleton Microwave","Kanpur, Uttar Pradesh",122.0,218.0,2022-03-21
18496,81,"Morgan, Banks and Sanders Curtains","Noida, Uttar Pradesh",241.0,354.0,2022-04-16
18497,53,Allen-Hart Table Lamp,"Bengaluru, Karnataka",26.0,250.0,2024-03-07
18498,24,Gutierrez-Thompson Cushion,"Bhopal, Madhya Pradesh",201.0,279.0,2024-04-15
18499,68,Goodman-Jones Cushion,"Madurai, Tamil Nadu",0.0,291.0,2022-07-27
18500,94,"Burns, Durham and Rose Notebook","Amritsar, Punjab",8.0,391.0,2022-04-03
18501,84,Miller Group Smartphone,"Hyderabad, Telangana",0.0,,2024-04-04
18502,61,Bailey-Cobb Face Mask,"Bengaluru, Karnataka",,212.0,2022-07-02
18503,5,Williams-Hanson Massage Oil,"Gurugram, Haryana",0.0,122.0,2024-08-27
18504,81,"Morgan, Banks and Sanders Curtains","Noida, Uttar Pradesh",0.0,445.0,2022-02-07
18505,92,Herman Inc Smartwatch,"Noida, Uttar Pradesh",0.0,296.0,2023-01-13
18506,44,Lee-Middleton Lipstick,"Noida, Uttar Pradesh",110.0,291.0,2024-04-13
18507,78,Hernandez-Campos Cushion,"Pune, Maharashtra",190.0,322.0,2022-02-24
18508,53,Allen-Hart Table Lamp,"Bengaluru, Karnataka",0.0,78.0,2022-08-04
18509,59,"Richardson, Williams and Mendez Pen","Lucknow, Uttar Pradesh",89.0,188.0,2022-03-11
18510,60,Scott-Daniels Washing Machine,"Jammu, J&K",0.0,145.0,2022-06-03
18511,33,Smith-Shepherd Vase,"Kanpur, Uttar Pradesh",136.0,161.0,2024-01-15
18512,15,Walker-Jones Notebook,"Hyderabad, Telangana",181.0,396.0,2022-01-25
18513,92,Herman Inc Smartwatch,"Noida, Uttar Pradesh",292.0,450.0,2022-03-06
18514,4,Chan Group Curtains,"Mysuru, Karnataka",23.0,,2022-10-30
18515,82,Harris-Wilson Vacuum Cleaner,"Shimla, Himachal Pradesh",224.0,403.0,2024-08-20
18516,1,"Knight, Potter and Lewis Face Mask","Surat, Gujarat",0.0,254.0,2022-01-26
18517,60,Scott-Daniels Washing Machine,"Jammu, J&K",84.0,223.0,2023-06-05
18518,75,Hunt-Erickson Tablet,"Kochi, Kerala",70.0,486.0,2023-07-16
18519,22,"Chung, Flowers and Henderson Eraser","Shimla, Himachal Pradesh",48.0,417.0,2023-12-31
18520,94,"Burns, Durham and Rose Notebook","Amritsar, Punjab",203.0,429.0,2022-10-24
18521,4,Chan Group Curtains,"Mysuru, Karnataka",0.0,235.0,2022-01-23
18522,6,"Austin, Rodriguez and Rodgers Protein Powder","Cuttack, Odisha",0.0,237.0,2024-08-02
18523,98,"Martin, Perez and Adams Laptop","Gurugram, Haryana",306.0,457.0,2023-11-25
18524,37,Suarez-James Curtains,"Vijayawada, Andhra Pradesh",328.0,356.0,2023-12-18
18525,43,Warren-Marshall Microwave,"Thiruvananthapuram, Kerala",300.0,357.0,2022-11-21
18526,6,"Austin, Rodriguez and Rodgers Protein Powder","Cuttack, Odisha",0.0,79.0,2023-06-03
18527,10,"Fuller, Orozco and Key Wall Clock","Jaipur, Rajasthan",0.0,361.0,2023-06-28
18528,71,"Shaw, Foster and Bond Shampoo","Mysuru, Karnataka",200.0,245.0,2023-02-24
18529,22,"Chung, Flowers and Henderson Eraser","Shimla, Himachal Pradesh",188.0,,2024-07-26
18530,76,Flores Group Headphones,"Bhopal, Madhya Pradesh",0.0,225.0,2024-01-07
18531,53,Allen-Hart Table Lamp,"Bengaluru, Karnataka",299.0,401.0,2022-07-30
18532,82,Harris-Wilson Vacuum Cleaner,"Shimla, Himachal Pradesh",371.0,467.0,2023-02-17
18533,60,Scott-Daniels Washing Machine,"Jammu, J&K",329.0,452.0,2023-04-10
18534,94,"Burns, Durham and Rose Notebook","Amritsar, Punjab",345.0,473.0,2023-05-01
18535,65,"Walls, Hines and Brooks Pen","Jammu, J&K",,56.0,2022-10-07
18536,38,Porter-James Camera,"Kolkata, West Bengal",0.0,155.0,2023-01-14
18537,59,"Richardson, Williams and Mendez Pen","Lucknow, Uttar Pradesh",51.0,419.0,2023-07-20
18538,9,Ingram Ltd Washing Machine,"Nagpur, Maharashtra",,59.0,2023-08-30
18539,95,Hicks LLC Smartwatch,"Srinagar, J&K",,131.0,2022-01-08
18540,66,Ramirez-Christian Refrigerator,"Kolkata, West Bengal",0.0,80.0,2023-12-02
18541,28,Mcdonald-Sanchez Shampoo,"Vijayawada, Andhra Pradesh",0.0,322.0,2024-02-08
18542,82,Harris-Wilson Vacuum Cleaner,"Shimla, Himachal Pradesh",104.0,181.0,2024-08-21
18543,15,Walker-Jones Notebook,"Hyderabad, Telangana",,395.0,2024-07-28
18544,28,Mcdonald-Sanchez Shampoo,"Vijayawada, Andhra Pradesh",0.0,71.0,2024-04-04
