SnapshotInvID,ProductID,ProductName,WarehouseLocation,unitsAvailable,unitsDemanded,SnapshotDate
27026,54,"Cook, Hess and Mccormick Laptop","Vijayawada, Andhra Pradesh",14.0,356.0,2022-05-01
27027,2,Larson and Sons Foundation,"Chandigarh, UT",,112.0,2022-02-01
27028,76,Willis-Miller Laptop,"Pune, Maharashtra",,397.0,2022-01-01
27029,28,Hernandez-Patel Wall Clock,"Kanpur, Uttar Pradesh",95.0,423.0,2024-09-01
27030,73,"Jordan, West and Garcia Yoga Mat","Lucknow, Uttar Pradesh",149.0,17300.0,2023-03-01
27031,17,Wolfe-Hood Pen,"Guwahati, Assam",40.0,356.0,2022-11-01
27032,98,Whitney-Garcia Microwave,"Jaipur, Rajasthan",0.0,443.0,2022-08-01
27033,51,"Williams, Barnes and Thompson Vacuum Cleaner","Thiruvananthapuram, Kerala",267.0,479.0,2022-01-01
27034,52,Simmons Ltd Table Lamp,"Visakhapatnam, Andhra Pradesh",312.0,438.0,2024-02-01
27035,14,Acevedo Inc Notebook,"Kanpur, Uttar Pradesh",30.0,,2022-03-01
27036,81,Lewis PLC Vacuum Cleaner,"Amritsar, Punjab",99.0,456.0,2024-05-01
27037,70,Williams-Perkins Shampoo,"Kanpur, Uttar Pradesh",0.0,137.0,2022-02-01
27038,41,Holmes-Wilson Laptop,"Thiruvananthapuram, Kerala",103.0,268.0,2023-08-01
27039,84,Hansen Inc Face Mask,"Raipur, Chhattisgarh",102.0,252.0,2023-03-01
27040,79,"Grant, Johnson and Allen Smartphone","Kolkata, West Bengal",5.0,83.0,2022-04-01
27041,59,"Stephenson, Weber and Bailey Lipstick","Vijayawada, Andhra Pradesh",61.0,81.0,2022-07-01
27042,65,"Singleton, Everett and Thompson Moisturizer","Ahmedabad, Gujarat",75.0,355.0,2023-06-01
27043,54,"Cook, Hess and Mccormick Laptop","Thiruvananthapuram, Kerala",0.0,340.0,2023-03-01
27044,47,"Wilkins, Wright and Williams Smartphone","Jalandhar, Punjab",0.0,61.0,2022-08-01
27045,7,"Jones, Jackson and Rich Marker","Madurai, Tamil Nadu",0.0,111.0,2022-06-01
27046,91,Garcia-Mills Headphones,"Vijayawada, Andhra Pradesh",157.0,448.0,2022-06-01
27047,50,Bell Group Vitamins,"Mysuru, Karnataka",,178.0,2024-08-01
27048,34,White-Huff Stapler,"Bhopal, Madhya Pradesh",0.0,,2022-02-01
27049,31,"Huang, White and Mcclure Washing Machine","Kochi, Kerala",0.0,230.0,2023-03-01
27050,81,Lewis PLC Vacuum Cleaner,"Dehradun, Uttarakhand",34.0,189.0,2024-03-01
27051,12,"Saunders, Smith and Atkins Notebook","Jalandhar, Punjab",174.0,445.0,2024-03-01
27052,14,Acevedo Inc Notebook,"Gurugram, Haryana",29.0,98.0,2022-03-01
27053,17,Wolfe-Hood Pen,"Visakhapatnam, Andhra Pradesh",0.0,314.0,2023-10-01
27054,14,Acevedo Inc Notebook,"Bhubaneswar, Odisha",0.0,205.0,2022-11-01
27055,25,Gordon and Sons Lipstick,"Coimbatore, Tamil Nadu",0.0,,2023-08-01
27056,21,"Bass, Wright and Jones Table Lamp","Patna, Bihar",0.0,235.0,2023-03-01
27057,30,"Miller, Riggs and Riley Shampoo","Gurugram, Haryana",,490.0,2024-08-01
27058,59,"Stephenson, Weber and Bailey Lipstick","Mysuru, Karnataka",0.0,59.0,2023-12-01
27059,30,"Miller, Riggs and Riley Shampoo","Cuttack, Odisha",132.0,323.0,2022-11-01
27060,98,Whitney-Garcia Microwave,"Chennai, Tamil Nadu",77.0,98.0,2022-11-01
27061,77,"Simpson, Davis and Garcia Camera","Jaipur, Rajasthan",246.0,,2023-07-01
27062,7,"Jones, Jackson and Rich Marker","Visakhapatnam, Andhra Pradesh",0.0,362.0,2023-12-01
27063,70,Williams-Perkins Shampoo,"Chandigarh, UT",0.0,67.0,2023-07-01
27064,58,Miles-Zhang Lipstick,"Cuttack, Odisha",0.0,168.0,2023-12-01
27065,8,Bennett Ltd Microwave,"Jalandhar, Punjab",85.0,411.0,2023-12-01
27066,97,"Porter, Harper and Gomez Tablet","Nagpur, Maharashtra",0.0,365.0,2022-06-01
27067,85,Hobbs-Hanson Refrigerator,"Shimla, Himachal Pradesh",0.0,173.0,2022-11-01
27068,11,Johnson and Sons Laptop,"Madurai, Tamil Nadu",73.0,207.0,2024-08-01
27069,48,Suarez-French Refrigerator,"Jalandhar, Punjab",126.0,197.0,2022-01-01
27070,3,"Schultz, Avila and Foster Table Lamp","Cuttack, Odisha",0.0,198.0,2022-04-01
27071,29,Briggs Ltd Wall Clock,"Bhopal, Madhya Pradesh",158.0,,2023-03-01
27072,53,Rogers Inc Smartphone,"Nagpur, Maharashtra",0.0,229.0,2024-01-01
27073,85,Hobbs-Hanson Refrigerator,"Mangalore, Karnataka",0.0,202.0,2024-07-01
27074,65,"Singleton, Everett and Thompson Moisturizer","Raipur, Chhattisgarh",102.0,389.0,2022-04-01
27075,61,Montoya-Holden Curtains,"Chennai, Tamil Nadu",0.0,53.0,2022-09-01
27076,44,Cortez Ltd Protein Powder,"Lucknow, Uttar Pradesh",172.0,395.0,2024-02-01
27077,22,"Romero, Patterson and Boyd Stapler","Mangalore, Karnataka",0.0,,2024-09-01
27078,48,Suarez-French Refrigerator,"Patna, Bihar",0.0,55.0,2023-03-01
27079,52,Simmons Ltd Table Lamp,"Kochi, Kerala",98.0,476.0,2022-07-01
27080,70,Williams-Perkins Shampoo,"Noida, Uttar Pradesh",0.0,57.0,2023-03-01
27081,81,Lewis PLC Vacuum Cleaner,"Ranchi, Jharkhand",138.0,201.0,2022-05-01
27082,46,Frank-Garcia Air Conditioner,"Chennai, Tamil Nadu",178.0,245.0,2022-05-01
27083,78,Hill-Osborne Face Mask,"Vadodara, Gujarat",129.0,256.0,2023-05-01
27084,62,"Wang, Griffin and Cook Foundation","Delhi, Delhi",0.0,288.0,2022-06-01
27085,29,Briggs Ltd Wall Clock,"Bhubaneswar, Odisha",134.0,254.0,2023-09-01
27086,87,"Reid, Harvey and Richmond Foundation","Srinagar, J&K",0.0,103.0,2022-10-01
27087,79,"Grant, Johnson and Allen Smartphone","Lucknow, Uttar Pradesh",0.0,,2022-02-01
27088,64,Mendez-Newton Lipstick,"Dehradun, Uttarakhand",109.0,298.0,2023-11-01
27089,30,"Miller, Riggs and Riley Shampoo","Coimbatore, Tamil Nadu",97.0,388.0,2024-07-01
27090,35,Davis Inc Washing Machine,"Ahmedabad, Gujarat",67.0,190.0,2022-03-01
27091,67,Hill PLC Air Conditioner,"Patna, Bihar",172.0,191.0,2023-10-01
27092,7,"Jones, Jackson and Rich Marker","Chennai, Tamil Nadu",139.0,174.0,2023-05-01
27093,66,"Harris, Sloan and Mack Refrigerator","Coimbatore, Tamil Nadu",264.0,386.0,2022-12-01
27094,80,Ortiz-Garcia Laptop,"Guwahati, Assam",0.0,152.0,2023-02-01
27095,4,"Mcdaniel, Mercer and Nash Tablet","Delhi, Delhi",48.0,489.0,2023-11-01
27096,56,Curry LLC Protein Powder,"Ahmedabad, Gujarat",211.0,225.0,2023-04-01
27097,99,Hernandez-Davis Cushion,"Gurugram, Haryana",42.0,328.0,2024-02-01
27098,79,"Grant, Johnson and Allen Smartphone","Bengaluru, Karnataka",375.0,408.0,2022-10-01
27099,43,"Robertson, Bell and Horn Moisturizer","Pune, Maharashtra",0.0,180.0,2022-02-01
27100,76,Willis-Miller Laptop,"Vijayawada, Andhra Pradesh",67.0,112.0,2022-06-01
27101,41,Holmes-Wilson Laptop,"Pune, Maharashtra",49.0,429.0,2022-12-01
27102,84,Hansen Inc Face Mask,"Thiruvananthapuram, Kerala",255.0,392.0,2024-03-01
27103,57,"Bush, Evans and Davidson Smartphone","Lucknow, Uttar Pradesh",35.0,182.0,2024-03-01
27104,4,"Mcdaniel, Mercer and Nash Tablet","Vadodara, Gujarat",0.0,115.0,2024-09-01
27105,34,White-Huff Stapler,"Mangalore, Karnataka",0.0,74.0,2023-08-01
27106,61,Montoya-Holden Curtains,"Lucknow, Uttar Pradesh",0.0,355.0,2022-03-01
27107,99,Hernandez-Davis Cushion,"Vadodara, Gujarat",135.0,148.0,2022-01-01
27108,92,"Thomas, Tate and Soto Smartwatch","Amritsar, Punjab",318.0,,2022-12-01
27109,27,Gay-Clarke Moisturizer,"Thiruvananthapuram, Kerala",138.0,157.0,2024-01-01
27110,34,White-Huff Stapler,"Ahmedabad, Gujarat",0.0,357.0,2023-07-01
27111,40,Short Group Eraser,"Ranchi, Jharkhand",0.0,287.0,2024-04-01
27112,27,Gay-Clarke Moisturizer,"Noida, Uttar Pradesh",406.0,430.0,2022-10-01
27113,85,Hobbs-Hanson Refrigerator,"Mangalore, Karnataka",257.0,459.0,2022-01-01
27114,87,"Reid, Harvey and Richmond Foundation","Patna, Bihar",0.0,316.0,2024-02-01
27115,2,Larson and Sons Foundation,"Bhubaneswar, Odisha",94.0,202.0,2022-09-01
27116,58,Miles-Zhang Lipstick,"Ahmedabad, Gujarat",96.0,267.0,2023-08-01
27117,84,Hansen Inc Face Mask,"Pune, Maharashtra",0.0,351.0,2023-04-01
27118,85,Hobbs-Hanson Refrigerator,"Ahmedabad, Gujarat",0.0,365.0,2023-05-01
27119,73,"Jordan, West and Garcia Yoga Mat","Nagpur, Maharashtra",10.0,366.0,2023-03-01
27120,51,"Williams, Barnes and Thompson Vacuum Cleaner","Kolkata, West Bengal",0.0,267.0,2024-04-01
27121,20,Lewis Ltd Washing Machine,"Gurugram, Haryana",0.0,148.0,2023-12-01
27122,13,Christensen-Patrick Foundation,"Chennai, Tamil Nadu",0.0,236.0,2022-10-01
27123,86,Zuniga-Black Air Conditioner,"Pune, Maharashtra",0.0,295.0,2022-05-01
27124,80,Ortiz-Garcia Laptop,"Mysuru, Karnataka",0.0,153.0,2022-03-01
27125,44,Cortez Ltd Protein Powder,"Patna, Bihar",86.0,120.0,2023-10-01
27126,69,"Curry, Cervantes and Jackson Vase","Visakhapatnam, Andhra Pradesh",0.0,181.0,2024-03-01
27127,58,Miles-Zhang Lipstick,"Amritsar, Punjab",0.0,207.0,2024-04-01
27128,20,Lewis Ltd Washing Machine,"Coimbatore, Tamil Nadu",223.0,359.0,2022-11-01
27129,24,"Gutierrez, Neal and Vargas Table Lamp","Ranchi, Jharkhand",0.0,147.0,2023-09-01
27130,60,Johnson-Banks Vitamins,"Srinagar, J&K",419.0,429.0,2024-07-01
27131,95,Soto-Weaver Cushion,"Lucknow, Uttar Pradesh",0.0,124.0,2023-05-01
27132,80,Ortiz-Garcia Laptop,"Kochi, Kerala",0.0,317.0,2022-04-01
27133,95,Soto-Weaver Cushion,"Mysuru, Karnataka",405.0,,2022-04-01
27134,58,Miles-Zhang Lipstick,"Bengaluru, Karnataka",15250.0,371.0,2024-07-01
27135,97,"Porter, Harper and Gomez Tablet","Gurugram, Haryana",52.0,324.0,2024-06-01
27136,22,"Romero, Patterson and Boyd Stapler","Bengaluru, Karnataka",0.0,121.0,2022-07-01
27137,62,"Wang, Griffin and Cook Foundation","Amritsar, Punjab",0.0,321.0,2022-01-01
27138,61,Montoya-Holden Curtains,"Bhopal, Madhya Pradesh",0.0,312.0,2023-06-01
27139,12,"Saunders, Smith and Atkins Notebook","Ranchi, Jharkhand",0.0,,2022-02-01
27140,91,Garcia-Mills Headphones,"Visakhapatnam, Andhra Pradesh",168.0,,2024-03-01
27141,95,Soto-Weaver Cushion,"Bengaluru, Karnataka",182.0,301.0,2022-09-01
27142,14,Acevedo Inc Notebook,"Bhopal, Madhya Pradesh",45.0,434.0,2022-12-01
27143,71,Harris-Ward Smartwatch,"Dehradun, Uttarakhand",7500.0,256.0,2024-04-01
27144,28,Hernandez-Patel Wall Clock,"Amritsar, Punjab",3.0,221.0,2023-09-01
27145,69,"Curry, Cervantes and Jackson Vase","Bengaluru, Karnataka",0.0,412.0,2023-05-01
27146,92,"Thomas, Tate and Soto Smartwatch","Delhi, Delhi",126.0,,2023-05-01
27147,50,Bell Group Vitamins,"Pune, Maharashtra",301.0,424.0,2024-08-01
27148,94,Sullivan-Brown Shampoo,"Bengaluru, Karnataka",40.0,331.0,2022-12-01
27149,9,"Hodges, Stanley and Sanchez Air Conditioner","Amritsar, Punjab",0.0,119.0,2024-03-01
27150,28,Hernandez-Patel Wall Clock,"Amritsar, Punjab",63.0,402.0,2022-12-01
27151,52,Simmons Ltd Table Lamp,"Kochi, Kerala",,358.0,2024-06-01
27152,26,Simmons-Stevens Massage Oil,"Raipur, Chhattisgarh",0.0,53.0,2022-02-01
27153,35,Davis Inc Washing Machine,"Srinagar, J&K",362.0,373.0,2023-11-01
27154,26,Simmons-Stevens Massage Oil,"Nagpur, Maharashtra",241.0,270.0,2022-10-01
27155,73,"Jordan, West and Garcia Yoga Mat","Kolkata, West Bengal",0.0,169.0,2022-02-01
27156,18,Hughes and Sons Foundation,"Nagpur, Maharashtra",0.0,335.0,2022-02-01
27157,87,"Reid, Harvey and Richmond Foundation","Chennai, Tamil Nadu",38.0,362.0,2024-03-01
27158,65,"Singleton, Everett and Thompson Moisturizer","Hyderabad, Telangana",79.0,203.0,2024-07-01
27159,82,Welch-Davis Tablet,"Kanpur, Uttar Pradesh",152.0,165.0,2022-07-01
27160,2,Larson and Sons Foundation,"Guwahati, Assam",214.0,405.0,2023-08-01
27161,60,Johnson-Banks Vitamins,"Dehradun, Uttarakhand",32.0,197.0,2022-02-01
27162,34,White-Huff Stapler,"Pune, Maharashtra",219.0,483.0,2022-12-01
27163,20,Lewis Ltd Washing Machine,"Madurai, Tamil Nadu",28.0,222.0,2023-08-01
27164,97,"Porter, Harper and Gomez Tablet","Jalandhar, Punjab",0.0,211.0,2022-01-01
27165,19,Gray Ltd Curtains,"Ahmedabad, Gujarat",,497.0,2023-09-01
27166,20,Lewis Ltd Washing Machine,"Bhubaneswar, Odisha",0.0,88.0,2023-07-01
27167,76,Willis-Miller Laptop,"Bengaluru, Karnataka",44.0,352.0,2023-08-01
27168,23,Thornton Inc Smartwatch,"Shimla, Himachal Pradesh",0.0,15800.0,2022-07-01
27169,79,"Grant, Johnson and Allen Smartphone","Jaipur, Rajasthan",239.0,,2023-05-01
27170,1,Bullock Group Smartwatch,"Raipur, Chhattisgarh",62.0,242.0,2024-02-01
27171,10,Byrd-Bailey Wall Clock,"Gurugram, Haryana",0.0,139.0,2023-09-01
27172,64,Mendez-Newton Lipstick,"Pune, Maharashtra",337.0,353.0,2022-06-01
27173,97,"Porter, Harper and Gomez Tablet","Thiruvananthapuram, Kerala",0.0,124.0,2024-07-01
27174,77,"Simpson, Davis and Garcia Camera","Noida, Uttar Pradesh",112.0,45200.0,2024-01-01
27175,85,Hobbs-Hanson Refrigerator,"Jalandhar, Punjab",96.0,291.0,2023-10-01
27176,44,Cortez Ltd Protein Powder,"Guwahati, Assam",191.0,251.0,2023-07-01
27177,71,Harris-Ward Smartwatch,"Jalandhar, Punjab",0.0,117.0,2023-04-01
27178,100,Wright-Howard Microwave,"Vijayawada, Andhra Pradesh",0.0,24200.0,2023-10-01
27179,23,Thornton Inc Smartwatch,"Lucknow, Uttar Pradesh",0.0,225.0,2023-10-01
27180,95,Soto-Weaver Cushion,"Chandigarh, UT",0.0,284.0,2023-01-01
27181,100,Wright-Howard Microwave,"Nagpur, Maharashtra",0.0,142.0,2022-11-01
27182,71,Harris-Ward Smartwatch,"Vadodara, Gujarat",30.0,142.0,2023-08-01
27183,55,"Carney, Ford and Lamb Massage Oil","Kochi, Kerala",0.0,,2023-03-01
27184,49,"Brown, Horn and Livingston Massage Oil","Srinagar, J&K",308.0,453.0,2024-03-01
27185,35,Davis Inc Washing Machine,"Pune, Maharashtra",0.0,76.0,2023-08-01
27186,30,"Miller, Riggs and Riley Shampoo","Chennai, Tamil Nadu",78.0,251.0,2023-06-01
27187,3,"Schultz, Avila and Foster Table Lamp","Guwahati, Assam",0.0,273.0,2023-10-01
27188,63,Cantu-Phillips Headphones,"Bengaluru, Karnataka",0.0,248.0,2022-12-01
27189,72,Peterson-Garrison Refrigerator,"Visakhapatnam, Andhra Pradesh",202.0,408.0,2023-09-01
27190,32,Alvarado LLC Yoga Mat,"Nagpur, Maharashtra",101.0,281.0,2024-03-01
27191,93,Walker-Choi Protein Powder,"Amritsar, Punjab",213.0,303.0,2024-01-01
27192,52,Simmons Ltd Table Lamp,"Kolkata, West Bengal",0.0,216.0,2023-03-01
27193,52,Simmons Ltd Table Lamp,"Nagpur, Maharashtra",0.0,145.0,2024-08-01
27194,71,Harris-Ward Smartwatch,"Madurai, Tamil Nadu",0.0,301.0,2023-12-01
27195,39,"Smith, Hill and Woods Perfume","Noida, Uttar Pradesh",0.0,112.0,2024-04-01
27196,33,"Robertson, Briggs and Hall Smartwatch","Cuttack, Odisha",0.0,61.0,2022-08-01
27197,83,Garcia Ltd Pen,"Nagpur, Maharashtra",47.0,279.0,2022-10-01
27198,48,Suarez-French Refrigerator,"Bhopal, Madhya Pradesh",311.0,363.0,2022-03-01
27199,92,"Thomas, Tate and Soto Smartwatch","Jalandhar, Punjab",0.0,297.0,2023-12-01
27200,5,Woods-Rasmussen Smartwatch,"Bengaluru, Karnataka",73.0,137.0,2023-10-01
27201,10,Byrd-Bailey Wall Clock,"Gurugram, Haryana",0.0,89.0,2023-01-01
27202,2,Larson and Sons Foundation,"Shimla, Himachal Pradesh",0.0,,2023-10-01
27203,32,Alvarado LLC Yoga Mat,"Mysuru, Karnataka",302.0,479.0,2022-02-01
27204,83,Garcia Ltd Pen,"Srinagar, J&K",371.0,438.0,2024-01-01
27205,93,Walker-Choi Protein Powder,"Noida, Uttar Pradesh",86.0,349.0,2023-04-01
27206,7,"Jones, Jackson and Rich Marker","Lucknow, Uttar Pradesh",0.0,260.0,2023-10-01
27207,35,Davis Inc Washing Machine,"Patna, Bihar",375.0,498.0,2022-03-01
27208,71,Harris-Ward Smartwatch,"Cuttack, Odisha",0.0,272.0,2022-08-01
27209,74,Rowe Ltd Table Lamp,"Bhopal, Madhya Pradesh",0.0,317.0,2024-07-01
27210,48,Suarez-French Refrigerator,"Ranchi, Jharkhand",146.0,259.0,2022-04-01
27211,74,Rowe Ltd Table Lamp,"Bengaluru, Karnataka",219.0,316.0,2024-03-01
27212,31,"Huang, White and Mcclure Washing Machine","Madurai, Tamil Nadu",0.0,,2023-11-01
27213,80,Ortiz-Garcia Laptop,"Noida, Uttar Pradesh",19.0,389.0,2024-05-01
27214,52,Simmons Ltd Table Lamp,"Mangalore, Karnataka",159.0,274.0,2024-07-01
27215,100,Wright-Howard Microwave,"Mysuru, Karnataka",424.0,488.0,2023-09-01
27216,68,"Hernandez, Martin and Anderson Protein Powder","Guwahati, Assam",0.0,102.0,2022-12-01
27217,26,Simmons-Stevens Massage Oil,"Patna, Bihar",366.0,458.0,2023-01-01
27218,2,Larson and Sons Foundation,"Chandigarh, UT",0.0,137.0,2023-12-01
27219,14,Acevedo Inc Notebook,"Noida, Uttar Pradesh",0.0,250.0,2023-05-01
27220,35,Davis Inc Washing Machine,"Visakhapatnam, Andhra Pradesh",183.0,,2022-11-01
27221,50,Bell Group Vitamins,"Dehradun, Uttarakhand",0.0,,2022-08-01
27222,24,"Gutierrez, Neal and Vargas Table Lamp","Kanpur, Uttar Pradesh",83.0,143.0,2024-05-01
27223,89,James Ltd Smartphone,"Ahmedabad, Gujarat",0.0,85.0,2022-09-01
27224,52,Simmons Ltd Table Lamp,"Delhi, Delhi",0.0,330.0,2022-02-01
27225,94,Sullivan-Brown Shampoo,"Vadodara, Gujarat",0.0,219.0,2022-07-01
27226,67,Hill PLC Air Conditioner,"Jaipur, Rajasthan",0.0,131.0,2024-04-01
27227,90,"Wilson, Schultz and Ross Air Conditioner","Jalandhar, Punjab",14.0,347.0,2024-07-01
27228,41,Holmes-Wilson Laptop,"Visakhapatnam, Andhra Pradesh",0.0,176.0,2022-11-01
27229,32,Alvarado LLC Yoga Mat,"Amritsar, Punjab",233.0,404.0,2024-03-01
27230,11,Johnson and Sons Laptop,"Jaipur, Rajasthan",0.0,101.0,2023-08-01
27231,72,Peterson-Garrison Refrigerator,"Hyderabad, Telangana",70.0,371.0,2023-09-01
27232,1,Bullock Group Smartwatch,"Ahmedabad, Gujarat",90.0,453.0,2023-12-01
27233,72,Peterson-Garrison Refrigerator,"Hyderabad, Telangana",48.0,493.0,2023-08-01
27234,13,Christensen-Patrick Foundation,"Vadodara, Gujarat",393.0,454.0,2023-01-01
27235,9,"Hodges, Stanley and Sanchez Air Conditioner","Hyderabad, Telangana",0.0,302.0,2022-03-01
27236,87,"Reid, Harvey and Richmond Foundation","Pune, Maharashtra",132.0,398.0,2022-10-01
27237,67,Hill PLC Air Conditioner,"Amritsar, Punjab",0.0,313.0,2023-09-01
27238,12,"Saunders, Smith and Atkins Notebook","Vadodara, Gujarat",0.0,83.0,2024-06-01
27239,39,"Smith, Hill and Woods Perfume","Nagpur, Maharashtra",154.0,208.0,2022-02-01
27240,58,Miles-Zhang Lipstick,"Jaipur, Rajasthan",118.0,332.0,2022-12-01
27241,2,Larson and Sons Foundation,"Dehradun, Uttarakhand",0.0,56.0,2022-02-01
27242,94,Sullivan-Brown Shampoo,"Jalandhar, Punjab",0.0,29600.0,2023-05-01
27243,18,Hughes and Sons Foundation,"Chennai, Tamil Nadu",8.0,172.0,2022-02-01
27244,11,Johnson and Sons Laptop,"Dehradun, Uttarakhand",0.0,121.0,2023-07-01
27245,17,Wolfe-Hood Pen,"Ranchi, Jharkhand",49.0,431.0,2024-01-01
27246,83,Garcia Ltd Pen,"Thiruvananthapuram, Kerala",0.0,322.0,2024-01-01
27247,67,Hill PLC Air Conditioner,"Shimla, Himachal Pradesh",67.0,,2023-03-01
27248,41,Holmes-Wilson Laptop,"Jalandhar, Punjab",0.0,447.0,2023-08-01
27249,51,"Williams, Barnes and Thompson Vacuum Cleaner","Vijayawada, Andhra Pradesh",0.0,232.0,2022-03-01
27250,89,James Ltd Smartphone,"Bengaluru, Karnataka",14.0,400.0,2022-02-01
27251,79,"Grant, Johnson and Allen Smartphone","Raipur, Chhattisgarh",197.0,441.0,2022-10-01
27252,55,"Carney, Ford and Lamb Massage Oil","Mangalore, Karnataka",250.0,306.0,2022-09-01
27253,93,Walker-Choi Protein Powder,"Mysuru, Karnataka",0.0,71.0,2023-09-01
27254,14,Acevedo Inc Notebook,"Kolkata, West Bengal",,52.0,2024-08-01
27255,6,Jordan Ltd Perfume,"Hyderabad, Telangana",32.0,140.0,2023-01-01
27256,94,Sullivan-Brown Shampoo,"Shimla, Himachal Pradesh",1000.0,187.0,2023-02-01
27257,79,"Grant, Johnson and Allen Smartphone","Chennai, Tamil Nadu",0.0,141.0,2022-05-01
27258,74,Rowe Ltd Table Lamp,"Hyderabad, Telangana",259.0,349.0,2024-06-01
27259,47,"Wilkins, Wright and Williams Smartphone","Thiruvananthapuram, Kerala",74.0,167.0,2024-04-01
27260,1,Bullock Group Smartwatch,"Kochi, Kerala",0.0,59.0,2023-01-01
27261,42,Robinson Ltd Curtains,"Lucknow, Uttar Pradesh",164.0,360.0,2022-11-01
27262,57,"Bush, Evans and Davidson Smartphone","Nagpur, Maharashtra",178.0,363.0,2022-10-01
27263,3,"Schultz, Avila and Foster Table Lamp","Thiruvananthapuram, Kerala",,169.0,2022-01-01
27264,83,Garcia Ltd Pen,"Jaipur, Rajasthan",0.0,154.0,2022-07-01
27265,57,"Bush, Evans and Davidson Smartphone","Shimla, Himachal Pradesh",153.0,238.0,2022-07-01
27266,62,"Wang, Griffin and Cook Foundation","Ranchi, Jharkhand",367.0,445.0,2022-10-01
27267,31,"Huang, White and Mcclure Washing Machine","Cuttack, Odisha",0.0,157.0,2022-10-01
27268,2,Larson and Sons Foundation,"Noida, Uttar Pradesh",0.0,,2022-09-01
27269,3,"Schultz, Avila and Foster Table Lamp","Patna, Bihar",102.0,411.0,2024-02-01
27270,9,"Hodges, Stanley and Sanchez Air Conditioner","Bengaluru, Karnataka",141.0,,2023-06-01
27271,88,Gonzalez-Cole Cushion,"Noida, Uttar Pradesh",191.0,238.0,2023-02-01
27272,15,Owens Ltd Refrigerator,"Nagpur, Maharashtra",233.0,382.0,2023-08-01
27273,37,Reyes Ltd Lipstick,"Ahmedabad, Gujarat",76.0,179.0,2022-02-01
27274,67,Hill PLC Air Conditioner,"Bhubaneswar, Odisha",151.0,435.0,2022-12-01
27275,56,Curry LLC Protein Powder,"Ahmedabad, Gujarat",0.0,154.0,2024-04-01
27276,27,Gay-Clarke Moisturizer,"Nagpur, Maharashtra",94.0,116.0,2023-07-01
27277,33,"Robertson, Briggs and Hall Smartwatch","Raipur, Chhattisgarh",241.0,439.0,2023-05-01
27278,8,Bennett Ltd Microwave,"Coimbatore, Tamil Nadu",0.0,79.0,2023-07-01
27279,76,Willis-Miller Laptop,"Chennai, Tamil Nadu",0.0,52.0,2023-03-01
27280,38,Flores Group Moisturizer,"Guwahati, Assam",0.0,180.0,2023-03-01
27281,58,Miles-Zhang Lipstick,"Kanpur, Uttar Pradesh",240.0,322.0,2022-06-01
27282,53,Rogers Inc Smartphone,"Madurai, Tamil Nadu",0.0,483.0,2023-06-01
27283,45,Miller Ltd Lipstick,"Dehradun, Uttarakhand",216.0,460.0,2022-06-01
27284,95,Soto-Weaver Cushion,"Cuttack, Odisha",0.0,241.0,2022-12-01
27285,32,Alvarado LLC Yoga Mat,"Chandigarh, UT",0.0,75.0,2024-09-01
27286,71,Harris-Ward Smartwatch,"Guwahati, Assam",0.0,358.0,2023-01-01
27287,77,"Simpson, Davis and Garcia Camera","Chandigarh, UT",215.0,495.0,2023-05-01
27288,14,Acevedo Inc Notebook,"Cuttack, Odisha",208.0,421.0,2022-08-01
27289,44,Cortez Ltd Protein Powder,"Kanpur, Uttar Pradesh",89.0,249.0,2023-09-01
27290,36,"Ferguson, Hernandez and Boyd Yoga Mat","Vadodara, Gujarat",216.0,434.0,2024-06-01
27291,87,"Reid, Harvey and Richmond Foundation","Madurai, Tamil Nadu",51.0,449.0,2024-06-01
27292,32,Alvarado LLC Yoga Mat,"Dehradun, Uttarakhand",,395.0,2023-03-01
27293,2,Larson and Sons Foundation,"Kanpur, Uttar Pradesh",297.0,415.0,2022-12-01
27294,39,"Smith, Hill and Woods Perfume","Noida, Uttar Pradesh",242.0,326.0,2024-03-01
27295,57,"Bush, Evans and Davidson Smartphone","Bengaluru, Karnataka",0.0,343.0,2024-02-01
27296,92,"Thomas, Tate and Soto Smartwatch","Bengaluru, Karnataka",0.0,188.0,2022-05-01
27297,8,Bennett Ltd Microwave,"Lucknow, Uttar Pradesh",0.0,242.0,2024-08-01
27298,93,Walker-Choi Protein Powder,"Delhi, Delhi",0.0,262.0,2022-02-01
27299,4,"Mcdaniel, Mercer and Nash Tablet","Vadodara, Gujarat",129.0,243.0,2024-01-01
27300,37,Reyes Ltd Lipstick,"Kochi, Kerala",189.0,200.0,2023-02-01
27301,5,Woods-Rasmussen Smartwatch,"Kanpur, Uttar Pradesh",0.0,185.0,2023-04-01
27302,5,Woods-Rasmussen Smartwatch,"Hyderabad, Telangana",188.0,293.0,2024-01-01
27303,91,Garcia-Mills Headphones,"Madurai, Tamil Nadu",125.0,204.0,2024-06-01
27304,78,Hill-Osborne Face Mask,"Bhubaneswar, Odisha",2.0,204.0,2023-05-01
27305,80,Ortiz-Garcia Laptop,"Shimla, Himachal Pradesh",,168.0,2022-07-01
27306,31,"Huang, White and Mcclure Washing Machine","Chandigarh, UT",0.0,338.0,2024-08-01
27307,60,Johnson-Banks Vitamins,"Chandigarh, UT",0.0,,2022-02-01
27308,99,Hernandez-Davis Cushion,"Jaipur, Rajasthan",64.0,377.0,2022-02-01
